date,Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Tout-sup,Tout-ret,Fhw,Thwinc,Thwout,Fhp,Thp-sup,Thp-ret,Tindoor_zones,R0,R1,R2,R3,R4,R5,R6,Qhp,Php,Pbld
Sun Feb 12 2017 14:45:00 GMT+0100 (CET),12/02/2017 14:45:00,15.9815942558,0.595175,22.38759,0.3503333333,8609000,24.6333333333,24.3,8.0333333333,10.5,0.0023333333,18.2,46.4,0,29.6,25.1,22.3129163589,22.5379684971,21.7987922955,21.9425001088,19.568985935,21.1290398079,21.5782343985,21.4309397679,6634000,0,152.33
Sun Feb 12 2017 15:00:00 GMT+0100 (CET),12/02/2017 15:00:00,767.5142413462,0.608475,22.38426,0.3486666667,8609000,28.2666666667,24.1,6.3666666667,5,0.001,19.8333333333,43.8666666667,0.644,30.4,24.3,22.3191089659,22.5349826211,21.7401847682,21.9848556652,19.5888138389,21.1320602712,21.6816641113,21.3839734861,6634666.66666667,5212,1678.67
Sun Feb 12 2017 15:15:00 GMT+0100 (CET),12/02/2017 15:15:00,1196.8784041577,0.4389,22.36428,0.3426666667,8609666.66666666,31.9,24.6,3.3333333333,0.3333333333,0.001,21.4333333333,41.7666666667,0.64,32.5,25.8,22.3186719059,22.5419285241,21.8053961106,22.0218041655,19.5921994123,21.1270112007,21.5771013052,21.4362389675,6636000,4952,2895.00
Sun Feb 12 2017 15:30:00 GMT+0100 (CET),12/02/2017 15:30:00,438.3945018524,0.402325,22.36761,0.348,8610333.33333333,33.9333333333,25.7,2.9333333333,0.3,0.058,14.9,48.6333333333,0.635,34.4,27.9333333333,22.3017942472,22.5763275075,21.7685226127,21.9457792985,19.556246366,21.1335191025,21.5797914743,21.386046365,6637000,4831,3299.67
Sun Feb 12 2017 15:45:00 GMT+0100 (CET),12/02/2017 15:45:00,15.8809874551,0.475475,22.36428,0.3523333333,8611000,29.9,26.5666666667,3.8,4,0.0023333333,17.5666666667,45.7666666667,0,33.6666666667,27.4,22.3113841523,22.5469102026,21.7412155913,21.9417494417,19.4864334825,21.1289346016,21.6591679859,21.5104043643,6637000,0,2058.00
Sun Feb 12 2017 16:00:00 GMT+0100 (CET),12/02/2017 16:00:00,15.9517363022,0.39235,22.35429,0.3526666667,8611000,26.5,26.1,4.5,7.4,0.001,19.7666666667,43.3,0,32.8333333333,26.2,22.3184717588,22.5350029234,21.7943965518,21.8812686499,19.3904098499,21.127715423,21.57767536,21.5214895202,6637000,0,166.67
Sun Feb 12 2017 16:15:00 GMT+0100 (CET),12/02/2017 16:15:00,16.0119942493,0.123025,22.34763,0.3356666667,8611000,26.3333333333,25.0333333333,5.4,8.6666666667,0.001,21.5666666667,41.3666666667,0,32,25.7666666667,22.3016847073,22.5349413874,21.7975070425,21.8197884161,19.3948487914,21.1347205227,21.576299628,21.6443440901,6637000,0,506.33
Sun Feb 12 2017 16:30:00 GMT+0100 (CET),12/02/2017 16:30:00,16.0126995397,0.142975,22.34763,0.3513333333,8611000,25.5,24.8333333333,6.6,9.6333333333,0.0603333333,14.5666666667,48.2,0,31.2333333333,25.6333333333,22.3136598624,22.5629418794,21.792942277,21.7539160149,19.3968189709,21.1917695944,21.6494231394,21.4465766596,6637000,0,272.33
Sun Feb 12 2017 16:45:00 GMT+0100 (CET),12/02/2017 16:45:00,15.9667982728,0.1596,22.33431,0.3506666667,8611000,25,24.5666666667,7.9333333333,10.6,0.0023333333,17.1,45.7333333333,0,30.6,25.5333333333,22.3168593779,22.6363117996,21.7467060692,21.8967966694,19.3808049269,21.1284829465,21.5726921809,21.498649532,6637000,0,181.33
Sun Feb 12 2017 17:00:00 GMT+0100 (CET),12/02/2017 17:00:00,776.2183239723,0.13965,22.31766,0.3493333333,8611333.33333333,27.4333333333,24.3333333333,6.5666666667,5.3333333333,0.001,18.7,43.3666666667,0.642,31.0666666667,24.5666666667,22.3036031816,22.5343385456,21.7567295832,21.7588284206,19.4126040162,21.1267016228,21.5779153413,21.3851062888,6637333.33333333,5412.5,1244.33
Sun Feb 12 2017 17:15:00 GMT+0100 (CET),12/02/2017 17:15:00,1184.6645798681,-0.0931,22.31433,0.352,8612000,31.4666666667,24.4,4,1,0.001,20.2,41.4,0.643,31.9,25.2666666667,22.3281087935,22.5342673282,21.7925879677,21.7411783416,19.4137730451,21.1307723122,21.6473747614,21.4449549502,6638666.66666667,4949.3333333333,2890.33
Sun Feb 12 2017 17:30:00 GMT+0100 (CET),12/02/2017 17:30:00,834.4585846337,-0.089775,22.46751,0.356,8613000,33.7,25.0333333333,2.8,-0.25,0,22.1333333333,39.7,0.6355,34.1333333333,27.5666666667,22.4508278406,22.5336330581,21.7384168579,21.730097553,19.4030018917,21.1191014729,21.564993723,21.3850827758,6639666.66666667,4860.5,3571.67
Sun Feb 12 2017 17:45:00 GMT+0100 (CET),12/02/2017 17:45:00,16.857139433,-0.03325,22.36095,0.3586666667,8614000,31.6666666667,25.7,3.7,2.7,0,23.7,38.4,0.001,33.8333333333,27.7,22.5250126041,22.7345005369,21.7896241326,21.7388687303,19.3725232152,21.1264562795,21.577313583,21.4539931174,6640000,5,2462.33
Sun Feb 12 2017 18:00:00 GMT+0100 (CET),12/02/2017 18:00:00,16.1832148725,0.12635,22.30767,0.361,8614000,25.9333333333,25.7333333333,4.2666666667,6.6666666667,0.0466666667,15.6666666667,47,0.003,33.0333333333,26.2,22.513950695,22.7562261443,21.7730096167,21.7971287975,19.3847114844,21.1562385968,21.6649936081,21.5117211238,6640000,21,151.00
Sun Feb 12 2017 18:15:00 GMT+0100 (CET),12/02/2017 18:15:00,16.1007753027,0.023275,22.28769,0.3566666667,8614000,25.9666666667,24.8666666667,5,8.2,0.0503333333,12.4666666667,48.0666666667,0,32.2,25.6,22.5311838334,22.7388055825,21.7428617854,21.7861681447,19.3995006895,21.2028427917,21.5838119995,21.571507541,6640000,0,461.33
Sun Feb 12 2017 18:30:00 GMT+0100 (CET),12/02/2017 18:30:00,16.1927367177,0.016625,22.30101,0.3533333333,8614000,25.2666666667,24.6,5.9333333333,9.0666666667,0.038,11.6333333333,48.0333333333,0,31.4666666667,25.3333333333,22.5282098399,22.7338026062,21.7786113747,21.7891031958,19.3999517633,21.1453172886,21.5752306181,21.5043976129,6640000,0,279.00
Sun Feb 12 2017 18:45:00 GMT+0100 (CET),12/02/2017 18:45:00,16.259269459,-0.0266,22.29435,0.3536666667,8614000,24.7333333333,24.2666666667,7.1666666667,10.0333333333,0.0023333333,14.7666666667,45.2,0,30.8,25.2333333333,22.5091623779,22.8086401638,21.7980840021,21.7347339791,19.4173594337,21.1307779965,21.6850338974,21.4450219955,6640000,0,184.67
Sun Feb 12 2017 19:00:00 GMT+0100 (CET),12/02/2017 19:00:00,765.8276611648,-0.13965,22.29768,0.3496666667,8614333.33333333,27.7666666667,24.0333333333,6.3333333333,5.1666666667,0.052,12.2666666667,47.5333333333,0.6425,31.0666666667,24.4,22.5131331767,22.7983969658,21.7999214676,21.7332135224,19.3763110102,21.1317128081,21.5769117164,21.3830097152,6640333.33333333,5510.5,1493.67
Sun Feb 12 2017 19:15:00 GMT+0100 (CET),12/02/2017 19:15:00,1181.8329778234,-0.3458,22.29435,0.349,8615000,31.4333333333,24.4,3.8,0.6333333333,0.0023333333,15.3,44.9333333333,0.6406666667,32.0666666667,25.4,22.5300903264,22.746013711,21.739883555,21.7361563744,19.4122316063,21.1499183403,21.5708475913,21.4493592479,6641333.33333333,4904,2836.33
Sun Feb 12 2017 19:30:00 GMT+0100 (CET),12/02/2017 19:30:00,474.0010435379,-0.4389,22.29102,0.3483333333,8615666.66666666,33.8,25.5666666667,2.9333333333,0.0333333333,0.001,18,42.7,0.321,34.3333333333,27.8666666667,22.5673592352,22.7477291827,21.7665701991,21.7328903723,19.4155290276,21.1511883076,21.676212653,21.383808925,6642666.66666667,2477.5,3315.33
Sun Feb 12 2017 19:45:00 GMT+0100 (CET),12/02/2017 19:45:00,15.784051239,-0.502075,22.28769,0.3513333333,8616666.66666666,31.2,26.4333333333,3.8666666667,3.6333333333,0.001,20.2333333333,40.8,0.001,33.8,27.5,22.539793256,22.7496078346,21.7979722194,21.7706033236,19.4130842553,21.1813780774,21.5668695705,21.4467574171,6643000,10,2920.50
Sun Feb 12 2017 20:00:00 GMT+0100 (CET),12/02/2017 20:00:00,16.0142670275,-0.23275,22.28769,0.337,8617000,26.5666666667,26.3666666667,4.5,7.2333333333,0,21.9666666667,39.2,0,32.9,26.1,22.5966073261,22.8419227498,21.7340338107,21.8043816879,19.3790443089,21.2953442715,21.5764314466,21.4448680855,6643000,0,122.00
Sun Feb 12 2017 20:15:00 GMT+0100 (CET),12/02/2017 20:15:00,16.0178746634,-0.3059,22.28769,0.3506666667,8617000,26.3666666667,25,5.1666666667,8.3666666667,0,23.2666666667,37.9,0,32.0666666667,25.7,22.6437437795,22.7457067604,21.7980173028,21.739551695,19.3861645488,21.3362872806,21.6767323809,21.6427038335,6643000,0,559.00
Sun Feb 12 2017 20:30:00 GMT+0100 (CET),12/02/2017 20:30:00,16.0194877617,-0.39235,22.28769,0.3513333333,8617000,25.5,24.8666666667,6.1,9.2,0.0696666667,10.4666666667,47.4333333333,0,31.3666666667,25.5666666667,22.6590644933,22.7461359915,21.7890250594,21.7341252215,19.3787260753,21.4323410374,21.7097932401,21.5953835327,6643000,0,260.00
Sun Feb 12 2017 20:45:00 GMT+0100 (CET),12/02/2017 20:45:00,15.9777216806,-0.568575,22.2777,0.3516666667,8617000,25.1,24.6,7.3333333333,10.1,0.0033333333,12.5,44.7333333333,0,30.8333333333,25.5,22.673260515,22.73639245,21.7439352652,21.7328513728,19.3106646204,21.1949941252,21.7543637683,21.7196712962,6643000,0,199.00
Sun Feb 12 2017 21:00:00 GMT+0100 (CET),12/02/2017 21:00:00,936.8534144337,-0.568575,22.34763,0.3503333333,8617000,24.8,24.4,6.4666666667,5.3333333333,0.3486666667,8.8333333333,47.1666666667,0,30.4333333333,24.8666666667,22.5355678697,22.8466146134,21.8111947974,21.9356885545,19.3981879836,21.2776883843,22.0687420534,21.7697740933,6643000,0,164.67
Sun Feb 12 2017 21:15:00 GMT+0100 (CET),12/02/2017 21:15:00,1563.3798170169,-0.495425,22.43754,0.338,8617000,24.4666666667,24.2,4,1.2,0.0056666667,12.6666666667,43.3,0,29.8,24.5666666667,22.6493032697,22.7596439905,21.9709605315,21.9162297708,19.3755179484,21.1428476778,21.9698407042,21.8266994294,6643000,0,102.67
Sun Feb 12 2017 21:30:00 GMT+0100 (CET),12/02/2017 21:30:00,1691.4665120449,-0.389025,22.36761,0.35,8617000,24.3,24.0666666667,2.8333333333,0.1666666667,0.0436666667,12.6666666667,44.3333333333,0,28.9,24.4666666667,22.6664336451,22.7471104889,21.9765129109,21.905590306,19.409630469,21.132436849,21.9669986707,21.7738133004,6643000,0,82.00
Sun Feb 12 2017 21:45:00 GMT+0100 (CET),12/02/2017 21:45:00,1744.0542205213,-0.635075,22.35762,0.3503333333,8617000,24.1,23.9,2.2333333333,-0.3,0.0023333333,15.6666666667,42.0333333333,0,28.1,24.4333333333,22.7033907399,22.7334202651,21.9275535263,21.7428580782,19.4143741954,21.2007743207,22.0421767337,21.8029362436,6643000,0,79.67
Sun Feb 12 2017 22:00:00 GMT+0100 (CET),12/02/2017 22:00:00,1141.5525603902,-1.047375,22.38093,0.348,8617333.33333333,30.7333333333,23.9,1.8333333333,-1.0666666667,0.001,18,40.1,0.626,30.5333333333,23.8333333333,22.6447468649,22.770697541,21.9822850044,21.7314839408,19.4138446924,21.1296609342,21.9708702324,21.7706426541,6643666.66666667,4887,2753.67
Sun Feb 12 2017 22:15:00 GMT+0100 (CET),12/02/2017 22:15:00,1482.8893131872,-1.29675,22.35762,0.348,8618000,31.7,25.0666666667,1.3333333333,-1.4,0.001,20.3666666667,38.6,0.606,32.6,26.3,22.6617531682,22.7957350745,21.9448144368,21.7359615784,19.3727451823,21.1387326871,21.967574118,21.805684041,6644666.66666667,4252,2668.00
Sun Feb 12 2017 22:30:00 GMT+0100 (CET),12/02/2017 22:30:00,1917.1368477172,-1.58935,22.35096,0.3506666667,8618666.66666666,29.2666666667,25.7,1.1666666667,-1.0333333333,0,22.5,37.5,0,32.5333333333,26.4333333333,22.5971781155,22.7414647229,21.9236999595,21.7332146329,19.3434388434,21.1532213201,22.0249530156,21.767878587,6645000,0,2190.00
Sun Feb 12 2017 22:45:00 GMT+0100 (CET),12/02/2017 22:45:00,17.2351268937,-1.69575,22.36428,0.3503333333,8619000,26.1333333333,25.5666666667,2.5333333333,1.1333333333,0,24.1,36.6333333333,0.0133333333,41.1333333333,25.8,22.5094000604,22.746727244,21.9707666548,21.7358217359,19.3896502977,21.3140122292,22.1063747142,21.8391739042,6645000,188.3333333333,343.00
Sun Feb 12 2017 23:00:00 GMT+0100 (CET),12/02/2017 23:00:00,16.2029089245,-1.971725,22.37094,0.3506666667,8619000,25.9666666667,24.7666666667,3.6333333333,5.2666666667,0,26.0666666667,36.0333333333,0.005,44.9666666667,25.4,22.5944623919,22.7485991748,21.8534909573,21.8287624361,19.3577919714,21.322469268,22.1500701992,21.7866205503,6645000,109,489.00
Sun Feb 12 2017 23:15:00 GMT+0100 (CET),12/02/2017 23:15:00,16.1840091156,-2.257675,22.37094,0.351,8619000,25.1,24.6666666667,5.2,8.2666666667,0,27.2333333333,35.5666666667,0,42.8333333333,25.1666666667,22.5262220567,22.8342748415,21.84914089,21.7485882785,19.6255319136,21.3155919938,22.16895619,22.0373750775,6645000,0,179.00
Sun Feb 12 2017 23:30:00 GMT+0100 (CET),12/02/2017 23:30:00,16.1443943296,-2.71985,22.34763,0.35,8619000,24.7666666667,24.3666666667,6.8,9.7333333333,0,27.8666666667,35.0666666667,0,40.2666666667,25,22.5077968862,22.6205147204,21.8102865659,21.7331725083,19.8951434238,21.3126833561,22.2081484869,21.9649528173,6645000,0,164.67
Sun Feb 12 2017 23:45:00 GMT+0100 (CET),12/02/2017 23:45:00,403.3226016265,-3.228575,22.33098,0.348,8619000,25.8666666667,24.2,6.8666666667,7.9,0,28.1333333333,34.7666666667,0.634,36.4,24.7,22.5167074589,22.5544850479,21.8203426206,21.7326337303,20.10882435,21.3113979028,22.0968086609,21.9108087825,6645000,6361,671.33
Mon Feb 13 2017 00:00:00 GMT+0100 (CET),13/02/2017 00:00:00,1163.074240085,-3.5511,22.30767,0.3353333333,8619333.33333333,30.9,24.3,4.1,1.1,0,28.2666666667,34.4333333333,0.6313333333,31.2666666667,24.4333333333,22.5291739759,22.5335432102,21.7907821184,21.730760947,20.312738355,21.2501537445,21.9736253649,21.7772644154,6645666.66666667,5003.3333333333,2547.67
Mon Feb 13 2017 00:15:00 GMT+0100 (CET),13/02/2017 00:15:00,845.3545010305,-3.8171,22.27437,0.348,8620000,33.3666666667,25.7333333333,2.7333333333,-0.3,0,28.2,34.1,0.6335,34.1666666667,27.5666666667,22.3898634664,22.5532350903,21.7367541001,21.7300695102,20.3958168222,21.2491855151,22.0333092003,21.8187954389,6647000,4857,3091.00
Mon Feb 13 2017 00:30:00 GMT+0100 (CET),13/02/2017 00:30:00,16.0330981373,-4.059825,22.26105,0.3433333333,8621000,32.3,26.8333333333,3.6,2.5666666667,0,28.4,33.8333333333,0,33.8,27.5333333333,22.3203539298,22.6532657277,21.8059872726,21.7799898923,20.5587420149,21.3216106511,22.0273743855,21.7823871576,6647000,0,2165.00
Mon Feb 13 2017 00:45:00 GMT+0100 (CET),13/02/2017 00:45:00,16.1080118713,-4.2161,22.24107,0.349,8621000,26.8666666667,25.3,4.2333333333,6.6333333333,0,28.4666666667,33.6,0,33,26.6666666667,22.3122789829,22.5413558314,21.7615976701,21.8153481674,20.5680061036,21.3122797829,22.1472639868,21.7947476207,6647000,0,638.00
Mon Feb 13 2017 01:00:00 GMT+0100 (CET),13/02/2017 01:00:00,16.1489922708,-4.512025,22.2444,0.3326666667,8621000,25.8,25.0666666667,5.1333333333,8.3666666667,0,28.5333333333,33.3333333333,0,32.3,26.1333333333,22.3053443897,22.5378997233,21.7421081556,21.7335522049,20.7695338578,21.311759443,22.2514848061,21.7899587763,6647000,0,299.33
Mon Feb 13 2017 01:15:00 GMT+0100 (CET),13/02/2017 01:15:00,16.0852230922,-4.60845,22.22775,0.346,8621000,25.3666666667,24.8,6.3666666667,9.3666666667,0,28.6,33.1666666667,0,31.4333333333,25.8,22.3228341276,22.5350146903,21.7942139275,21.7328265997,20.7668749591,21.3104638074,22.0705389076,21.7844325849,6647000,0,235.67
Mon Feb 13 2017 01:30:00 GMT+0100 (CET),13/02/2017 01:30:00,16.0758765262,-4.72815,22.23441,0.349,8621000,24.9666666667,24.5333333333,7.7666666667,10.4,0,28.5666666667,32.9666666667,0,30.6,25.5666666667,22.3259219834,22.6305160185,21.796111441,21.5713675641,20.7847677746,21.3124637009,21.9626450094,21.7510808416,6647000,0,187.33
Mon Feb 13 2017 01:45:00 GMT+0100 (CET),13/02/2017 01:45:00,16.1430473262,-4.824575,22.20111,0.3493333333,8621000,24.6666666667,24.3333333333,9,11.4,0,28.5,32.8333333333,0,29.9,25.4333333333,22.3046302667,22.4893069828,21.7583516241,21.6738652284,20.9807006769,21.311269681,21.9807292556,21.6584107712,6647000,0,137.00
Mon Feb 13 2017 02:00:00 GMT+0100 (CET),13/02/2017 02:00:00,16.1048764746,-4.8545,22.18113,0.346,8621000,24.4,24.1333333333,10.2,12.4,0,28.5,32.6,0,29.2333333333,25.2666666667,22.3049651185,22.3466366729,21.7459393389,21.6182603231,20.961378839,21.2056467289,22.0400662503,21.738053619,6647000,0,108.00
Mon Feb 13 2017 02:15:00 GMT+0100 (CET),13/02/2017 02:15:00,1139.8180679449,-4.937625,22.15449,0.329,8621666.66666666,28.5666666667,24,5.3666666667,3.2666666667,0,28.5,32.4333333333,0.6386666667,31.2,24,22.3176872216,22.3293085045,21.7861253319,21.693038767,20.9579555414,21.1354288022,21.9685369015,21.6087058682,6647666.66666667,5309,1696.33
Mon Feb 13 2017 02:30:00 GMT+0100 (CET),13/02/2017 02:30:00,1212.5483605621,-4.94095,22.13784,0.3496666667,8622333.33333333,32.2666666667,25,3.5666666667,0.5333333333,0,28.5,32.3666666667,0.6323333333,32.8666666667,26.2,22.3182188097,22.3390681373,21.7922343085,21.6051945617,20.9887984024,21.1468283976,21.9015711226,21.6873028022,6649000,4887.3333333333,2957.33
Mon Feb 13 2017 02:45:00 GMT+0100 (CET),13/02/2017 02:45:00,20.2181240654,-5.004125,22.13784,0.3556666667,8623000,33.6333333333,24.8,3.8,1.7333333333,0,28.6333333333,32.2666666667,0,33.6333333333,27.1333333333,22.2995711022,22.4850606958,21.749259113,21.6647072929,20.9486103808,21.1537608379,21.8941867244,21.7876676188,6650000,0,3645.33
Mon Feb 13 2017 03:00:00 GMT+0100 (CET),13/02/2017 03:00:00,16.1152408271,-5.0008,22.14117,0.3576666667,8624000,26.3333333333,25.4333333333,4.4,6.0666666667,0,28.7,32.1666666667,0,32.7666666667,26.6666666667,22.3067372406,22.3384722984,21.7933694919,21.6055292211,20.976892962,21.280564474,21.7540173205,21.8233549272,6650000,0,1348.00
Mon Feb 13 2017 03:15:00 GMT+0100 (CET),13/02/2017 03:15:00,16.1191746757,-5.017425,22.13451,0.359,8624000,25.4333333333,24.8333333333,4.9,7.9333333333,0,28.6666666667,32.0333333333,0,32.0666666667,26.1666666667,22.3208527932,22.3259070915,21.7992811246,21.6560292963,20.9632596181,21.3968498593,21.7603995606,21.9215077415,6650000,0,257.33
Mon Feb 13 2017 03:30:00 GMT+0100 (CET),13/02/2017 03:30:00,16.1617471019,-5.20695,22.12452,0.359,8624000,25.1,24.3333333333,5.5333333333,8.6333333333,0,28.6666666667,31.9333333333,0,31.3,25.6666666667,22.3004010916,22.3360487374,21.7378345316,21.5537571284,20.985078447,21.4350625365,21.9468376779,21.9546925962,6650000,0,333.00
Mon Feb 13 2017 03:45:00 GMT+0100 (CET),13/02/2017 03:45:00,16.1598094788,-5.1471,22.12785,0.358,8624000,24.4333333333,23.9,6.5,9.4666666667,0,28.7,31.9,0,30.5,25.3,22.3249623936,22.4024389291,21.7091769738,21.7395852117,20.9707011916,21.3669201645,21.8847105394,21.7868645712,6650000,0,208.33
Mon Feb 13 2017 04:00:00 GMT+0100 (CET),13/02/2017 04:00:00,389.5604652175,-5.290075,22.1112,0.3563333333,8624000,25.1666666667,23.7,6.9333333333,7.7666666667,0,28.6,31.7333333333,0.634,30.5,24.6333333333,22.3220961196,22.4015488128,21.7900365149,21.7241697013,21.0805702535,21.2521482901,21.9684202343,21.7329167452,6650000,5835,586.67
Mon Feb 13 2017 04:15:00 GMT+0100 (CET),13/02/2017 04:15:00,1148.2582479967,-5.39315,22.10121,0.3596666667,8624333.33333333,30.3333333333,23.6666666667,4.6666666667,1.4666666667,0,28.5,31.6666666667,0.643,30.7333333333,23.9,22.1299464033,22.3309777474,21.7162081887,21.6508295657,21.116766328,21.1351100078,21.9557296054,21.8105467952,6650666.66666667,5098.6666666667,2802.33
Mon Feb 13 2017 04:30:00 GMT+0100 (CET),13/02/2017 04:30:00,1222.7344472671,-5.3067,22.10121,0.359,8625000,32.7666666667,24.7,3.0333333333,0,0,28.5333333333,31.6,0.6373333333,33.4,26.7333333333,22.1308149784,22.328363534,21.6722583841,21.5634948211,21.1583511298,21.1329204768,21.7809242179,21.7686372727,6652000,4888.6666666667,3367.33
Mon Feb 13 2017 04:45:00 GMT+0100 (CET),13/02/2017 04:45:00,16.2953163458,-5.004125,22.10121,0.358,8626000,33.1,25.2333333333,3.7,2,0,28.6,31.5666666667,0,33.5333333333,27.1666666667,22.137962726,22.3320064469,21.6311000717,21.7354929853,21.1698709668,21.1301589383,21.825541081,21.8584369405,6652000,0,3265.67
Mon Feb 13 2017 05:00:00 GMT+0100 (CET),13/02/2017 05:00:00,16.1286025389,-4.911025,22.09455,0.365,8626000,25.6,25.5666666667,4.2666666667,6.2666666667,0,28.6666666667,31.5,0,32.7,26.6333333333,22.1401603695,22.4478581394,21.6129501047,21.7249208742,21.1795319489,21.2523147258,21.9831745655,21.8893759523,6652000,0,42.50
Mon Feb 13 2017 05:15:00 GMT+0100 (CET),13/02/2017 05:15:00,16.1896739515,-4.76805,22.09455,0.361,8626000,25.6333333333,24.7333333333,4.9,8,0,28.7,31.4333333333,0,31.9333333333,25.9,22.1196768846,22.3451776771,21.7235273003,21.7318935429,21.1561352967,21.3111711953,22.0267345983,21.9263722791,6652000,0,372.33
Mon Feb 13 2017 05:30:00 GMT+0100 (CET),13/02/2017 05:30:00,16.0863741748,-4.6417,22.09122,0.362,8627000,25.1333333333,24.1666666667,5.6333333333,8.8,0,28.6333333333,31.3333333333,0,31.1666666667,25.5,22.1416845806,22.3295942758,21.7498500643,21.7920157614,21.1902459961,21.312593246,21.966941843,21.9023973711,6652000,0,400.00
Mon Feb 13 2017 05:45:00 GMT+0100 (CET),13/02/2017 05:45:00,15.9070837066,-4.92765,22.07124,0.3583333333,8627000,24.3333333333,24,6.7,9.7,0,28.5666666667,31.2666666667,0,30.4,25.1333333333,22.1286554739,22.3310901496,21.6739981855,21.768019109,21.1539639803,21.2594359781,21.9690077514,21.8328145816,6652000,0,147.67
Mon Feb 13 2017 06:00:00 GMT+0100 (CET),13/02/2017 06:00:00,388.6087230433,-5.08725,22.06458,0.3603333333,8627000,25.8666666667,23.7,7.0333333333,7.8,0,28.4333333333,31.2333333333,0.638,30.1,24.5333333333,22.1218422603,22.3247038256,21.7048882754,21.7314680042,21.0970981586,21.1271735071,22.021628739,21.8438235835,6652333.33333333,5132,892.00
Mon Feb 13 2017 06:15:00 GMT+0100 (CET),13/02/2017 06:15:00,1150.7575781444,-5.183675,22.05459,0.3593333333,8627000,30.7,23.8666666667,4.5,1.2666666667,0,28.4666666667,31.1333333333,0.6466666667,31.2666666667,24.4666666667,22.1409607908,22.4512680776,21.725593857,21.7323723062,20.8617218422,21.1301386191,21.9018141878,21.7748146589,6653666.66666667,5092,2834.00
Mon Feb 13 2017 06:30:00 GMT+0100 (CET),13/02/2017 06:30:00,833.0957382977,-5.36655,22.05792,0.361,8628000,33.1333333333,24.8333333333,2.8,-0.1666666667,0,28.3666666667,31.1,0.6385,33.6333333333,27,22.1381142009,22.3482385365,21.7326222028,21.7345520248,20.5687534329,21.1325411461,21.9751671444,21.8157658759,6655000,4909.5,3463.67
Mon Feb 13 2017 06:45:00 GMT+0100 (CET),13/02/2017 06:45:00,16.5821805354,-5.51285,22.06125,0.358,8629000,32.8333333333,25.4666666667,3.7,2.1666666667,0,28.4,31.1333333333,0,33.7,27.4333333333,22.1368051565,22.3301382092,21.6814670294,21.7318568819,20.3328929421,21.1267373565,22.0410201039,21.7724108701,6655000,0,3094.00
Mon Feb 13 2017 07:00:00 GMT+0100 (CET),13/02/2017 07:00:00,15.8004452148,-5.582675,22.05126,0.365,8629000,25.7333333333,25.5333333333,4.2333333333,6.3666666667,0.1243333333,8.7666666667,47.3666666667,0,32.6666666667,26.7666666667,22.1204351287,22.3316456342,21.6794927931,21.7647968183,20.1672942263,21.251959516,21.9709681091,21.8730430522,6655000,0,75.67
Mon Feb 13 2017 07:15:00 GMT+0100 (CET),13/02/2017 07:15:00,15.8087591011,-5.629225,22.08456,0.3606666667,8629000,25.7,24.7666666667,4.9333333333,8.0666666667,0.0056666667,9.9333333333,45.9333333333,0,32.0666666667,25.7666666667,22.125803713,22.2729043284,21.7563803417,21.791412787,20.1366425476,21.1391977728,21.9655013952,21.7757843566,6655000,0,396.67
Mon Feb 13 2017 07:30:00 GMT+0100 (CET),13/02/2017 07:30:00,1135.6054171337,-5.6658,22.08789,0.3626666667,8629000,25.1666666667,24.3,5.0666666667,4.2333333333,0.0203333333,10.7666666667,46.3333333333,0.002,31,24.9,22.1346566103,22.387439486,21.7500924302,21.8594355627,19.9673449799,21.1375371696,22.0708182903,21.8386251553,6655000,11,367.33
Mon Feb 13 2017 07:45:00 GMT+0100 (CET),13/02/2017 07:45:00,1863.0670033592,-5.742275,22.09122,0.3643333333,8629000,24.4333333333,24,3.4666666667,1.1,0.0236666667,11.2,46.5,0,30.0666666667,24.8,22.1214176436,22.3378983609,21.7983385548,21.8020028429,20.0044409812,21.1297986336,21.9635241737,21.7756897786,6655000,0,178.00
Mon Feb 13 2017 08:00:00 GMT+0100 (CET),13/02/2017 08:00:00,686.7468827055,-5.795475,22.13784,0.359,8629333.33333333,27.5333333333,23.7666666667,3.4,1.4,0.3283333333,9.8666666667,48.9,0.2735,32.3666666667,24.2333333333,22.1356830721,22.3297276136,21.8074007502,21.961127211,19.9045841257,21.1328265442,21.8949845075,21.7685930089,6655333.33333333,3154.5,1542.67
Mon Feb 13 2017 08:15:00 GMT+0100 (CET),13/02/2017 08:15:00,1497.8519700432,-5.562725,22.2777,0.3596666667,8630000,24.1333333333,24.0333333333,3.3,0.5333333333,0.0266666667,9.9666666667,47.7,0,23.6666666667,23.9,22.1405696377,22.3301009013,21.7453297576,22.2573914441,19.8027595142,21.1371669758,21.7589239007,21.5951421069,6656000,0,121.50
Mon Feb 13 2017 08:30:00 GMT+0100 (CET),13/02/2017 08:30:00,1653.2203949211,-5.223575,22.2111,0.3573333333,8630000,23.9666666667,23.7666666667,2.3333333333,-0.3,0.0246666667,10.9,46.7333333333,0,23.6666666667,23.8333333333,22.1221252776,22.3487307576,21.7602567543,22.1736778351,19.7976940429,20.9683844422,21.6356158553,21.6151401309,6656000,0,82.00
