Time,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld,sup,Tbld,ret,Tout,sup,Tout,ret,F hw,Thw in,c,Thw out,Fhp,Thp,sup,Thp,ret,R0,R1,R2,R3,R4,R5,R6,R7,Qhp,Php.1,Pbld
Fri Mar 10 2017 02:00:00 GMT+0100 (CET),103.67,4.24935,22.73058,0.34,9123000,25.5333333333,24.7333333333,7.0333333333,10.1,0,28.3333333333,28.8333333333,0,31.5333333333,25.8333333333,22.7991679948,23.1470022961,21.9718009157,22.4155365631,23.571854438,22.1187603606,22.5621822608,22.4322900102,7149000,0,311.00,,,,,,,
Fri Mar 10 2017 02:15:00 GMT+0100 (CET),67.00,4.2028,22.73391,0.3403333333,9123000,24.9,24.4,8.3,11.0333333333,0,28.3666666667,28.8,0,30.8333333333,25.7,22.8607722782,23.1347276589,21.9510937707,22.3402490317,23.5731561418,22.1202656461,22.6048665021,22.4290630086,7149000,0,201.00,,,,,,,
Fri Mar 10 2017 02:30:00 GMT+0100 (CET),51.44,4.186175,22.73058,0.3353333333,9123000,24.5666666667,24.1666666667,9.6333333333,12,0,28.2666666667,28.7666666667,0,30.1333333333,25.5666666667,22.8417239649,23.1260404536,21.9833159836,22.3343993191,23.5316655483,22.1185528677,22.6238353241,22.3898706587,7149000,0,154.33,,,,,,,
Fri Mar 10 2017 02:45:00 GMT+0100 (CET),36.56,4.1629,22.73724,0.3396666667,9123000,24.3,24,10.9,13.1,0,28.2333333333,28.7666666667,0,29.6,25.5333333333,22.8600472619,23.1486955294,21.9778411351,22.3269694817,23.5483389359,22.1258939669,22.5699594407,22.4732418801,7149000,0,109.67,,,,,,,
Fri Mar 10 2017 03:00:00 GMT+0100 (CET),35.33,4.11635,22.73058,334,9123000,24.1333333333,23.8666666667,12.1,14.2,0,28.1666666667,28.8,0,29,25.4333333333,22.8591831596,23.250725408,21.9324412944,22.4604279242,23.5297999993,22.1196763703,22.5646420997,22.4275948279,7149000,0,106.00,,,,,,,
Fri Mar 10 2017 03:15:00 GMT+0100 (CET),24.67,4.192825,22.72725,0.3393333333,9123000,23.9333333333,23.7666666667,13.2,15.0666666667,0,28.1,28.8,0,28.5333333333,25.4,22.7740373218,23.1478342545,21.962753744,22.4340332511,23.5337534888,22.1208110281,22.6557523685,22.4430768597,7149000,0,74.00,,,,,,,
Fri Mar 10 2017 03:30:00 GMT+0100 (CET),22.44,4.18285,22.72392,0.3393333333,9123000,23.8666666667,23.7333333333,14.2,15.7666666667,0,28.0333333333,28.8,0,28.1,25.4,22.8562732339,23.1405001592,21.9375399273,22.3556234013,23.6213198149,22.1035474778,22.5680260176,22.4449910606,7149000,0,67.33,,,,,,,
Fri Mar 10 2017 03:45:00 GMT+0100 (CET),19.56,4.15625,22.72392,0.3396666667,9123000,23.7333333333,23.6333333333,15.1333333333,16.4333333333,0,28,28.7666666667,0,27.7,25.3333333333,22.9085992468,23.1425332076,21.9329309085,22.3357696884,23.6330506303,21.9812357927,22.5686877691,22.3804387118,7149000,0,58.67,,,,,,,
Fri Mar 10 2017 04:00:00 GMT+0100 (CET),175.22,4.16955,22.73724,0.3206666667,9123000,25.1333333333,23.5,12.9,12.7,0,27.9333333333,28.7,0.64,28.7,24.7,22.7796762981,23.1569818821,21.9849435829,22.3874449096,23.6395143096,22.0538643826,22.6255563191,22.4336199264,7149000,5810,525.67,,,,,,,
Fri Mar 10 2017 04:15:00 GMT+0100 (CET),813.56,4.08975,22.72392,0.3373333333,9124000,30.5333333333,24.2666666667,5.9666666667,2.7666666667,0,28,28.7,655,31.3,24.5,22.803566415,23.1552319033,21.9885064372,22.3979861648,23.5717189041,21.9746925047,22.5901124995,22.3758854664,7150000,5145.3333333333,2440.67,,,,,,,
Fri Mar 10 2017 04:30:00 GMT+0100 (CET),944.78,4.086425,22.72392,0.3386666667,9124333.33333333,33,25.7666666667,4.1666666667,1.5,0,28.1666666667,28.7,646,33.8333333333,27.3333333333,22.8007882452,23.0099080816,21.935259194,22.4751752348,23.592268062,22.1042568194,22.5698688702,22.4315124127,7151000,5033,2834.33,,,,,,,
Mon Mar 13 2017 11:30:00 GMT+0100 (CET),51.89,3.74395,23.34663,0.0646666667,9174000,27.1333333333,25.0333333333,15.2,16.7,0.11,6.8,46.9333333333,1,29.1,26.5,23.5022538042,23.7851703087,22.7897266831,23.0501515682,23.9496921036,22.6963354329,23.0869201028,22.763902251,7199000,4,155.67,,,,,,,
Mon Mar 13 2017 11:45:00 GMT+0100 (CET),37.78,3.980025,23.36994,0.0633333333,9174000,26.5333333333,24.9666666667,16.0333333333,17.3,0.0156666667,8.3333333333,45.1,0,29,25.8333333333,23.3239161012,23.6061922111,22.8508065056,23.2360822345,23.9630341203,22.6955513771,22.9695010818,22.8256624261,7199000,0,113.33,,,,,,,
Mon Mar 13 2017 12:00:00 GMT+0100 (CET),27.11,4.1363,23.31,0.0646666667,9174000,25.9333333333,24.8333333333,16.7666666667,17.8333333333,0.0023333333,12.4666666667,42.4666666667,0,28.5,25.0666666667,23.1276684803,23.5337020994,22.8563572806,22.969181642,23.9234259165,22.5141455839,22.7573226105,22.7149884656,7199000,0,81.33,,,,,,,
Mon Mar 13 2017 12:15:00 GMT+0100 (CET),24.89,4.22275,23.31,64,9174000,25.6666666667,24.6666666667,10.4666666667,8.8666666667,1,15.9,40.4333333333,0,29.1666666667,24.9333333333,23.1036173358,23.6230349822,22.9760287204,22.93696536,23.9269346335,22.5124327414,22.75471444,22.6162133958,7199000,0,74.67,,,,,,,
Mon Mar 13 2017 12:30:00 GMT+0100 (CET),23.00,4.551925,23.30334,64,9174000,25.4333333333,24.5333333333,5.6,3.2333333333,1,18.7333333333,38.8,0,29.2,25,23.131498858,23.5488479321,22.9905593011,22.9321355969,23.9355336175,22.5117867153,22.7142901775,22.6483250764,7199000,0,69.00,,,,,,,
Mon Mar 13 2017 12:45:00 GMT+0100 (CET),26.33,4.771375,23.33664,0.0646666667,9174000,25.5333333333,24.5,5.2333333333,3.1666666667,0.0163333333,11.5,47.2666666667,0.0075,31.5333333333,24.8333333333,23.1365178366,23.5327786977,22.980776702,22.9924334686,24.0608410722,22.4472949458,22.5678414526,22.5107129407,7199000,97.5,79.00,,,,,,,
Mon Mar 13 2017 13:00:00 GMT+0100 (CET),181.89,4.96755,23.35995,0.3103333333,9174000,25.7666666667,24.2,6.1,6.9333333333,0.0023333333,15.7333333333,44.4,6,45.3333333333,24.3,23.113049276,23.4632197741,22.924265638,22.9714605229,24.0063565722,22.3223643505,22.5662507836,22.5595275248,7199000,152.6666666667,545.67,,,,,,,
Mon Mar 13 2017 13:15:00 GMT+0100 (CET),8.44,5.19365,23.45319,0.3136666667,9174000,24.4666666667,24.4,6.7333333333,10.7,1,19.4666666667,42.1666666667,0,43.5666666667,24.3,23.3084592953,23.5480906457,22.9793854445,22.9357043416,24.0007346963,22.3837576415,22.6144494388,22.3791077136,7199000,0,25.33,,,,,,,
Mon Mar 13 2017 13:30:00 GMT+0100 (CET),23.44,5.097225,23643,0.1573333333,9174000,24.4333333333,24.0333333333,7.9,12,1,21.9333333333,40.4666666667,0,41.5666666667,24.4,23.5826440898,23.8088857044,23.0561539459,22.9351461416,24.1062633617,22.5078277792,22.6276956517,22.4402562247,7199000,0,70.33,,,,,,,
Mon Mar 13 2017 13:45:00 GMT+0100 (CET),22.11,5.130475,23.65299,0.2036666667,9174000,24.4,24.1,9.3666666667,12.9333333333,0,23.6,39.1,0,39.6,24.6,23.7143337098,23.9352112359,23.1903224966,23.1285271949,24.1692397941,22.4047735885,22.5497311814,22.3786357067,7199000,0,66.33,,,,,,,
Mon Mar 13 2017 14:00:00 GMT+0100 (CET),17.89,5.33995,23.61303,152,9174000,24.2666666667,23.9666666667,10.6333333333,13.9666666667,0,24.8666666667,38.0333333333,0,37.8,24.6666666667,23.8547982607,23.9978439574,23.1278141335,23.1653529231,24.1362491115,22.5638466121,22.486856061,22.4238579503,7199000,0,53.67,,,,,,,
Mon Mar 13 2017 14:15:00 GMT+0100 (CET),17.78,5.469625,23.65965,0.2046666667,9174000,24.2,23.9,11.9,14.9,0,25.7666666667,37.1666666667,0,36.4666666667,24.8333333333,23.7831233263,23.9949982168,23.1414149895,23.1198205959,24.1381738681,22.5868798576,22.6629102075,22.2427157666,7199000,0,53.33,,,,,,,
Mon Mar 13 2017 14:30:00 GMT+0100 (CET),17.44,5.615925,23.76621,0.1473333333,9174000,24.1666666667,23.8333333333,13.1,15.7666666667,0.1173333333,7.8333333333,49.2333333333,3,35.6,24.6333333333,23.5262417702,23.9973345052,23.1495313001,23.0595135915,24.1701401272,22.4640431348,22.5566911316,22.3603414062,7199000,40,52.33,,,,,,,
Mon Mar 13 2017 14:45:00 GMT+0100 (CET),19.11,5.948425,23.65632,0.2046666667,9174000,24.1333333333,23.8666666667,14.1333333333,16.4666666667,3,12,46.0333333333,3,34.5666666667,24.1,23.3273611838,23.7511524701,23.1750519037,22.9448076863,24.1633124351,22.4460673844,22.5677955432,22.3778493686,7199000,38,57.33,,,,,,,
Mon Mar 13 2017 15:00:00 GMT+0100 (CET),7.33,6.08475,23.59638,0.1096666667,9174000,24.0333333333,23.8,15.0666666667,17.1,0.0013333333,15.9333333333,43.6666666667,0,33.3,24.1666666667,23.2943250401,23.7409815932,23.1805348399,23.1402428395,24.136526555,22.4130183061,22.5821056569,22.4940677759,7199000,0,22.00,,,,,,,
Mon Mar 13 2017 15:15:00 GMT+0100 (CET),18.33,6.061475,23.48649,0.2033333333,9174000,23.9333333333,23.7,15.9666666667,17.7,1,18.7,41.6,0,32.4666666667,24.2,23.1202282625,23.6016113866,23.1220363675,22.9884472032,24.0599307589,22.4389783946,22.7104752252,22.5509799504,7199000,0,55.00,,,,,,,
Mon Mar 13 2017 15:30:00 GMT+0100 (CET),9.89,5.988325,23.44653,152,9174000,23.8666666667,23.6666666667,16.7666666667,18.2,0.0136666667,11.3,47.4333333333,0,31.9333333333,24.2666666667,23.1225376331,23.576993731,23.1793903529,22.9348813366,23.6976447054,22.4275506134,22.5650109929,22.4451844568,7199000,0,29.67,,,,,,,
Mon Mar 13 2017 15:45:00 GMT+0100 (CET),15.44,5.89855,23.38659,203,9174000,23.8,23.6333333333,17.4333333333,18.7333333333,0.0023333333,14.7666666667,44.5666666667,0,31.7,24.4,23.3130845301,23.3576541859,23.1770490015,22.9300652964,23.4945990503,22.4291561147,22.5517948552,22.3914775665,7199000,0,46.33,,,,,,,
Mon Mar 13 2017 16:00:00 GMT+0100 (CET),10.22,5.715675,23.40324,0.1556666667,9174000,23.7333333333,23.6,18.1,19.1666666667,1,17.3333333333,42.3333333333,0,31.5,24.3666666667,23.1320549124,23.3262563736,23.1362702578,23.0038469794,23.2674310114,22.4204194585,22.4862044415,22.31647408,7199000,0,30.67,,,,,,,
Mon Mar 13 2017 16:15:00 GMT+0100 (CET),15.33,5.728975,23.39325,0.1566666667,9174000,23.7666666667,23.5,18.6666666667,19.5666666667,1,19.6333333333,40.5666666667,0,31.3,24.3333333333,23.113977756,23.135588428,23.1263434965,22.932819866,23.075663654,22.4206627106,22.3617724395,22.3021230001,7199000,0,46.00,,,,,,,
Mon Mar 13 2017 16:30:00 GMT+0100 (CET),18.56,5.595975,23.39325,0.2023333333,9174000,23.7333333333,23.5,11.2,9.6666666667,0.0133333333,12.5666666667,46.8333333333,0,30.7333333333,24.1333333333,22.9192777739,23.1964027265,23.0715867705,23.0006274284,22.9354531078,22.2044161378,22.3574798205,22.1619550789,7199000,0,55.67,,,,,,,
Mon Mar 13 2017 16:45:00 GMT+0100 (CET),9.17,5.47295,23.37327,297,9174000,23.6,23.5666666667,6.0666666667,3.7666666667,0.0023333333,16.1,44.2666666667,0,29.9,24.1333333333,22.9394580095,23.2025726401,22.9595046377,22.9378638252,22.787093725,22.1842245326,22.3602029113,22.2149270429,7199000,0,27.50,,,,,,,
Mon Mar 13 2017 17:00:00 GMT+0100 (CET),50.22,5.449675,23.37327,0.2943333333,9174000,24.0666666667,23.6,6.5,5.3333333333,1,18.8333333333,42.2333333333,13,40.2666666667,23.7,22.9057730015,23.1421243026,22.9815494175,23.0219781444,22.7432396472,22.1701192071,22.2965462257,22.1659615966,7199000,197.3333333333,150.67,,,,,,,
Mon Mar 13 2017 17:15:00 GMT+0100 (CET),18.44,5.329975,23.37993,0.23,9174000,24,23.6666666667,7.1333333333,9.6333333333,1,22.0333333333,40.4666666667,4,44.7666666667,23.6666666667,22.919362074,23.1400951151,22.9725677741,22.9388948308,22.5451016632,22.1694069009,22.1489454766,22.090697524,7199000,96,55.33,,,,,,,
Mon Mar 13 2017 17:30:00 GMT+0100 (CET),8.89,5.2003,23.37327,0.3366666667,9174000,23.7333333333,23.6666666667,8.1333333333,12.3,0,24.4,39.1333333333,0,42.8333333333,23.9666666667,22.9294693354,23.1396875926,22.9128256206,22.9386722992,22.547088691,22.1624860194,22.1588839579,21.9818786751,7199000,0,26.67,,,,,,,
Mon Mar 13 2017 17:45:00 GMT+0100 (CET),14.33,5.077275,23.33331,263,9174000,23.7,23.5333333333,9.5333333333,13.4,0,25.7333333333,38.1666666667,0,40.6333333333,24.2,23.0531683598,23.4175540753,22.9643650428,22.9201492437,22.4818146976,22.0920964301,22.2501678382,22.0417108727,7199000,0,43.00,,,,,,,
Mon Mar 13 2017 18:00:00 GMT+0100 (CET),15.44,4.9609,23.2767,337,9174000,23.6666666667,23.5333333333,10.8,14.3,0.0146666667,13.1,48.6666666667,0,38.2333333333,24.1333333333,23.1175369829,23.3406442218,23.0437687391,22.9727956929,22.3397150918,21.9573086939,22.1478386228,21.9831498675,7199000,0,46.33,,,,,,,
Mon Mar 13 2017 18:15:00 GMT+0100 (CET),12.44,4.8545,23.25339,0.1976666667,9174000,23.6,23.4666666667,12,15.2,0.0143333333,10.9,49.2,0,37.4666666667,24.1333333333,23.1340093763,23.3368773994,22.9781548241,22.978864802,22.2719897955,21.93788221,22.0853166884,22.048122923,7199000,0,37.33,,,,,,,
Mon Mar 13 2017 18:30:00 GMT+0100 (CET),26.89,4.771375,23.21676,0.3386666667,9174000,23.6,23.4,13.1666666667,15.9666666667,0.0136666667,10.3,49.0666666667,3,36.8333333333,24,23.1350961929,23.3512522548,23.0442651808,22.9362830547,22.2068571528,21.9322434919,22.1436126731,21.8445987937,7199000,46.5,80.67,,,,,,,
Mon Mar 13 2017 18:45:00 GMT+0100 (CET),420.67,4.585175,23.19678,0.3023333333,9174000,26.8,23.1,9.3666666667,8.0333333333,0.0023333333,14.1333333333,46.1666666667,436,32.2333333333,23.2666666667,23.1130206358,23.3294620176,22.9401697564,22.9349926296,22.1476906455,21.9569557509,21.9677948717,21.8661979676,7199666.66666667,3951.3333333333,1262.00,,,,,,,
Mon Mar 13 2017 19:00:00 GMT+0100 (CET),930.89,4.5087,23.18013,0.3403333333,9174666.66666666,31.3,24.2333333333,5.7,2.6666666667,14,11.0333333333,48.6,0.4386666667,32.2,25.4333333333,23.1226676461,23.4480505889,22.9278292798,22.9422411083,22.1438278197,21.9339711364,21.9687292216,21.7883660744,7201000,3434.3333333333,2792.67,,,,,,,
Mon Mar 13 2017 19:15:00 GMT+0100 (CET),738.33,4.5353,23.16015,276,9175333.33333333,32.0333333333,25.3,5.8,4.6,0.0023333333,14.5666666667,45.8,3,32.9333333333,26.4666666667,23.1295362508,23.3270085556,22.9266964598,22.9971311853,21.910300854,21.9644995438,22.0384005496,21.9822465001,7201000,23,2215.00,,,,,,,
Mon Mar 13 2017 19:30:00 GMT+0100 (CET),77.83,4.5486,23.16015,0.3446666667,9176000,25.7,25.3666666667,6.2,8.3666666667,1,17.2666666667,43.5666666667,0,32.0333333333,25.0333333333,23.1137495546,23.3220235491,22.9915958313,22.9348324299,21.7853021524,21.9767643258,22.0466740385,21.9852147789,7201000,0,233.50,,,,,,,
Mon Mar 13 2017 19:45:00 GMT+0100 (CET),67.89,4.5486,23.15349,306,9176000,25.4,24.8333333333,6.7666666667,9.9,1,19.4333333333,41.5666666667,0,31.2666666667,24.6666666667,23.1191463465,23.3208864546,22.9274831459,22.9329651168,21.7603169172,22.0543997478,22.0991284514,22.0541891317,7201000,0,203.67,,,,,,,
Mon Mar 13 2017 20:00:00 GMT+0100 (CET),121.22,4.54195,23.14017,0.3356666667,9176000,25.2333333333,24.3,7.8666666667,10.7666666667,0,21.1666666667,39.9666666667,0,30.7666666667,24.6666666667,23.060867662,23.3727815925,22.9272234456,22.937619742,21.7554196893,22.1050719485,22.1638836354,22.0495599891,7201000,0,363.67,,,,,,,
Mon Mar 13 2017 20:15:00 GMT+0100 (CET),52.33,4.5619,23.13351,329,9176000,24.5666666667,24.1,9.2666666667,11.7333333333,0,22.5666666667,38.6,0,30.4333333333,24.7,23.0428353995,23.4352267569,22.9334762177,23.0123970964,21.746961822,22.1522820731,22.2247244987,22.238634686,7201000,0,157.00,,,,,,,
Mon Mar 13 2017 20:30:00 GMT+0100 (CET),48.22,4.531975,23.11686,0.3006666667,9176000,24.3333333333,23.9333333333,10.4666666667,12.7333333333,0.0836666667,7.5,49.1333333333,0,30.0333333333,24.6666666667,23.0042075985,23.3332905518,23.1066410808,22.9439036027,21.627100177,22.1160610406,22.3459544023,22.1735036031,7201000,0,144.67,,,,,,,
Mon Mar 13 2017 20:45:00 GMT+0100 (CET),27.67,4.48875,23.1102,337,9176000,24.0333333333,23.8333333333,6.3,3.5333333333,0.0043333333,10.6,45.9,0,29.9333333333,24.2,23.1013742397,23.3323287556,23.1295949091,22.9370701817,21.5543306086,22.1753740517,22.3611548199,22.2196521595,7201000,0,83.00,,,,,,,
Mon Mar 13 2017 21:00:00 GMT+0100 (CET),27.56,4.345775,23.35662,0.2726666667,9176000,23.9666666667,23.7,5,2.4,459,7.6333333333,48.5,2,29.1666666667,24.2,23.0439733066,23.3197128916,23.1732511235,23.3996488972,21.5776891268,22.0901144911,22.4459289593,22.2982256665,7201000,9,82.67,,,,,,,
Mon Mar 13 2017 21:15:00 GMT+0100 (CET),18.56,4.22275,23.52312,0.3373333333,9176000,23.8333333333,23.6666666667,3.9666666667,1.2666666667,0.1683333333,8.3333333333,40.8666666667,1,28.4,24.1333333333,22.918593073,23.3925677886,23.2420882899,23.6125651601,21.588026728,21.9337164944,22.3600563904,22.3585740212,7201000,5,55.67,,,,,,,
Mon Mar 13 2017 21:30:00 GMT+0100 (CET),18.78,4.206125,23.27004,0.2916666667,9176000,23.7333333333,23.5666666667,3.3,0.5666666667,0.0156666667,9.9,38.8,0,27.7666666667,24.1,22.9968915094,23.3929376603,23.1691663058,23.2657976775,21.5861732458,22.0440032226,22.3715466396,22.4127384194,7201000,0,56.33,,,,,,,
Mon Mar 13 2017 21:45:00 GMT+0100 (CET),14.11,3.960075,23.2434,0.3373333333,9176000,23.7,23.6,2.7666666667,0.1666666667,0.0023333333,13.3666666667,37.1666666667,0,27.2333333333,24.1333333333,23.1086104689,23.3239799679,23.1226822193,23.1216880008,21.553007463,22.1398647503,22.4820124356,22.3536555139,7201000,0,42.33,,,,,,,
Mon Mar 13 2017 22:00:00 GMT+0100 (CET),15.33,3.71735,23.22675,0.2486666667,9176000,23.6333333333,23.5,2.4,,0.1,1,15.9666666667,35.8333333333,0,26.8,24.1666666667,23.1180643822,23.3307137321,23.1606250565,23.1233383825,21.5525843037,22.1324567487,22.449445564,22.4398905538,7201000,0,46.00,,,,,,
Mon Mar 13 2017 22:15:00 GMT+0100 (CET),10.11,3.767225,23.18679,319,9176000,23.5666666667,23.4666666667,2.2333333333,,0.1,1,18.2666666667,34.6666666667,0,26.4666666667,24.2333333333,22.9483376854,23.3310838957,23.0754503039,23.195867717,21.5658450418,22.138722507,22.4296909793,22.3842019537,7201000,0,30.33,,,,,,
Mon Mar 13 2017 22:30:00 GMT+0100 (CET),11.67,3.853675,23.18013,0.2933333333,9176000,23.5,23.4,2.1,,0.1,0,20.4666666667,33.8333333333,0,26.1666666667,24.3,22.9166419893,23.383878394,23.1361102594,23.1306588985,21.4452300073,22.1360968685,22.4888855261,22.4334976636,7201000,0,35.00,,,,,,
Mon Mar 13 2017 22:45:00 GMT+0100 (CET),785.44,3.9501,23.15349,0.3353333333,9176333.33333333,30.0666666667,24.0333333333,1.9666666667,,0.8,0,22.3333333333,33.4666666667,0.6856666667,30.3333333333,24.4,22.9039947102,23.3851268892,23.0824502926,23.1203979821,21.379449534,22.0724278651,22.4984223518,22.3768846164,7202333.33333333,4733.6666666667,2356.33,,,,,,
Mon Mar 13 2017 23:00:00 GMT+0100 (CET),805.11,4.06315,23.15016,0.3366666667,9177000,31.6,25.4333333333,2.4666666667,0.1,0,23.8333333333,33.4,0,32.6333333333,26.6333333333,22.9237246306,23.2640938767,23.0460223122,22.9903553634,21.348274667,22.1407655035,22.5390955195,22.4440817561,7203000,0,2415.33,,,,,,,
Mon Mar 13 2017 23:15:00 GMT+0100 (CET),107.33,4.02325,23.12685,0.2923333333,9177000,27.6,26.5,3.5666666667,4.6,0,24.9666666667,33.3666666667,0,31.9666666667,26.2,22.9354419776,23.142001569,23.0402227228,22.9847403738,21.6708011884,22.1406262089,22.5367875231,22.3738346509,7203000,0,322.00,,,,,,,
Mon Mar 13 2017 23:30:00 GMT+0100 (CET),154.89,4.1097,23.12352,338,9177000,26.0333333333,24.8333333333,4.4,7.4,0,25.7,33.3,0,31.2666666667,25.5,22.7103840008,23.1372792824,22.9787677534,22.9809287649,22.1490579465,22.1377969242,22.5610119957,22.4324702291,7203000,0,464.67,,,,,,,
Mon Mar 13 2017 23:45:00 GMT+0100 (CET),105.00,4.07645,23.09022,0.3013333333,9177666.66666666,25.4333333333,24.5333333333,5.3666666667,8.5333333333,0,26.2666666667,33.1666666667,0,30.6,25.2333333333,22.7261073513,23.2074624166,22.9663074763,22.9237224664,22.3541868531,22.1407254428,22.5845022794,22.376462378,7203000,0,315.00,,,,,,,
Tue Mar 14 2017 00:00:00 GMT+0100 (CET),70.22,3.966725,23.05026,0.3376666667,9178000,24.7666666667,24.2333333333,6.4666666667,9.5,0,26.6,33.0333333333,0,29.9666666667,25.1333333333,22.7398999599,23.2132251101,22.9125374102,22.933721413,22.5085322941,22.1380270628,22.5534466702,22.420277831,7203000,0,210.67,,,,,,,
Tue Mar 14 2017 00:15:00 GMT+0100 (CET),44.78,3.8969,23.04693,0.2926666667,9178000,24.4333333333,24.0333333333,7.7666666667,10.5333333333,0,26.8666666667,32.9,0,29.4,25.1,22.7223985054,23.1416652316,22.966401129,22.9482343906,22.570573024,22.1465718456,22.515525329,22.3692793195,7203000,0,134.33,,,,,,,
Tue Mar 14 2017 00:30:00 GMT+0100 (CET),39.67,3.85035,23.02029,338,9178000,24.2,23.9,8.9666666667,11.5333333333,0,27.0666666667,32.7,0,28.9,25,22.7352218942,23.1385126037,22.9697458588,22.9978976891,22.6062217822,22.1466644076,22.6690618959,22.4318985165,7203000,0,119.00,,,,,,,
Tue Mar 14 2017 00:45:00 GMT+0100 (CET),33.56,3.833725,23.00697,314,9178000,24,23.7333333333,10.2333333333,12.5,0,27.2333333333,32.6,0,28.4666666667,24.9333333333,22.728616599,23.1399429587,22.9665669314,22.9372530153,22.75549424,22.1626570286,22.4971244083,22.3744355271,7203000,0,100.67,,,,,,,
Tue Mar 14 2017 01:00:00 GMT+0100 (CET),25.33,3.7905,22.99365,0.3353333333,9178000,23.9,23.6666666667,11.4,13.5333333333,0,27.3666666667,32.4666666667,0,28.0666666667,24.9,22.7232671246,23.1791930012,22.9128776465,22.9368358415,22.747374531,22.143669191,22.4836239431,22.4340203647,7203000,0,76.00,,,,,,,
Tue Mar 14 2017 01:15:00 GMT+0100 (CET),20.67,3.773875,22.97034,0.2936666667,9178000,23.7666666667,23.5666666667,12.4666666667,14.3666666667,0,27.4666666667,32.3333333333,0,27.6666666667,24.7666666667,22.729308437,23.2518365768,22.974206444,22.9342653408,22.7251696316,22.1337019234,22.5886324552,22.4015291304,7203000,0,62.00,,,,,,,
Tue Mar 14 2017 01:30:00 GMT+0100 (CET),267.22,3.81045,22.95702,336,9178000,25.6333333333,23.5666666667,8.5,8.0333333333,0,27.5666666667,32.2333333333,0.6725,29.3666666667,23.9666666667,22.7296072739,23.1411313337,22.9060582581,23.036472116,22.74251453,22.1426200392,22.4378048913,22.3774555809,7203333.33333333,5140,801.67,,,,,,,
Tue Mar 14 2017 01:45:00 GMT+0100 (CET),815.56,3.853675,22.95036,335,9178000,30.9333333333,24.6333333333,5.2333333333,2.0333333333,0,27.6333333333,32.0333333333,669,31.9333333333,25.4666666667,22.7227367824,22.9892626753,22.9613774132,22.9384436231,22.8702859069,22.1220476648,22.4202734655,22.4348666231,7204333.33333333,4996.3333333333,2446.67,,,,,,,
