Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Thw out,Fhp,Thp-sup,Thp-ret,Qhp,Php.1,Pbld
13/07/2016 21:15:00,1776.9501523513,15.338225,24.57207,0.08,5653000,23.8333333333,23.7,39.9,0,29.2,25.4333333333,3718000,0,14
13/07/2016 21:30:00,1910.6352041802,15.285025,24.51213,0.0796666667,5653000,23.8,23.7,39.9,0,28.7666666667,25.9,3718000,0,12
13/07/2016 21:45:00,28.9056716429,15.198575,24.4755,0.0806666667,5653000,24.5,23.6666666667,39.9,0.0115,35.6333333333,24.8,3718000,181,77
13/07/2016 22:00:00,14.3541865059,15.07555,24.46884,0.08,5653000,25.2666666667,23.9,39.9,0.0046666667,45.0666666667,23.8666666667,3718000,119,33333333333333
13/07/2016 22:15:00,14.2990384596,14.686525,24.46884,0.0806666667,5653000,24.1666666667,24.0666666667,39.9,0,43.4666666667,24.1666666667,3718000,0,17
13/07/2016 22:30:00,14.3781319708,14.387275,24.46218,0.0806666667,5653000,23.9666666667,23.8333333333,39.9,0,41.5,24.5333333333,3718000,0,9
13/07/2016 22:45:00,14.3713176904,14.493675,24.43554,0.0806666667,5653000,23.9,23.7666666667,39.8333333333,0,39.4666666667,24.9333333333,3718000,0,15
13/07/2016 23:00:00,14.2418818053,14.50365,24.40557,0.0796666667,5653000,23.9,23.7,39.3,0,37.6666666667,25.2666666667,3718000,0,16
13/07/2016 23:15:00,14.207534115,14.300825,24.40557,0.0806666667,5653000,23.9,23.7,38.6,0,36.3,25.5,3718000,0,17
13/07/2016 23:30:00,14.3113120685,14.2576,24.38226,0.0803333333,5653000,23.9,23.7,38.0333333333,0,35.2,25.6666666667,3718000,0,18
13/07/2016 23:45:00,14.3436884717,14.0847,24.36561,0.0806666667,5653000,23.9,23.7,37.5666666667,0,34.4,25.8333333333,3718000,0,18
14/07/2016 00:00:00,14.2173479357,14.0049,24.35895,0.0806666667,5653000,23.8333333333,23.6333333333,37.1666666667,0,33.7666666667,25.9333333333,3718000,0,19
14/07/2016 00:15:00,14.3087748001,13.762175,24.33564,81,5653000,23.9,23.7,36.8333333333,0,33.2333333333,26.0666666667,3718000,0,19
14/07/2016 00:30:00,14.2339392609,13.369825,24.31899,81,5653000,23.9,23.7,36.5,0,32.7333333333,26.1,3718000,0,18
14/07/2016 00:45:00,14.1784092638,13.13375,24.30567,0.0806666667,5653000,23.9,23.7,36.2666666667,0,32.3333333333,26.1666666667,3718000,0,17
14/07/2016 01:00:00,14.349108169,12.924275,24.29568,0.08,5653000,23.8333333333,23.7,36,0,31.9333333333,26.2333333333,3718000,0,17
14/07/2016 01:15:00,14.3821842922,12.56185,24.28236,0.0806666667,5653000,23.8666666667,23.7,35.7666666667,0,31.5666666667,26.3,3718000,0,18
14/07/2016 01:30:00,14.3679793227,12.2626,24.26238,0.0806666667,5653000,23.9,23.7,35.6,0,31.1666666667,26.3666666667,3718000,0,18
